Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.028409242630004883,0.014714241027832031
,Malsdown,8.58306884765625e-06,1.1920928955078125e-06
Computer Tcience Curriculc 2013,Integrating Computer Ethics into the Computer Science Curriculum.,0.032712459564208984,0.015767335891723633
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.10300397872924805,0.048552513122558594
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.06114482879638672,0.0367128849029541
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.20099401473999023,0.0802614688873291
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.11779618263244629,0.06333684921264648
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.2672586441040039,0.10459184646606445
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.04840254783630371,0.031798601150512695
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.06878089904785156,0.032074689865112305
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.07353353500366211,0.04205036163330078
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Editorial Note: Emerging Multimedia Technology for Multimedia-centric IoT.,0.048064231872558594,0.018939495086669922
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.06945991516113281,0.04296541213989258
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.14869356155395508,0.06876540184020996
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Experiments with Dispatching in a Distributed Object System.,0.16102218627929688,0.08881068229675293
Muffin: C Dittributed Dctcbcte Mcchine,Distributed Picard Iteration: Application to Distributed EM and Distributed PCA.,0.05263352394104004,0.019559621810913086
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.06682848930358887,0.03355836868286133
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,0.0002906322479248047,0.0001304149627685547
Modificction of Uter Defined Typet,Modification of User Defined Types,0.02626800537109375,0.02029561996459961
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.010463714599609375,0.008378028869628906
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.0995631217956543,0.05503726005554199
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.00045561790466308594,0.00014710426330566406
Clgebrciccl Optimizction of FTC-Exprettiont,Book Review: Global Optimization Toolbox for Maple and Global Optimization with Maple.,0.0566868782043457,0.038684844970703125
Wittentrepr&cuml;tentction und Mctchinellet Lernen,Wissensrepr&auml;sentation und Maschinelles Lernen,0.00657200813293457,0.004508256912231445
Cn Clgebrcic Chcrccterizction of TTUF,Cost-Sensitive Prediction of Stock Price Direction: Selection of Technical Indicators.,0.02095937728881836,0.017392873764038086
A Coibiaed Syibolic-Eipirical Apprach for the Autoiatic Traaslatioa of Coipouads,A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds,0.11366057395935059,0.04495692253112793
Zur Tyttemcrchitektur von LILOG,Zur Systemarchitektur von LILOG,0.0006258487701416016,0.00017952919006347656
Manganoriansiarsa Auswarsung von Anfragan in dar Logikprogrammiarspracha PROLOG,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,0.030558109283447266,0.01571798324584961
Defiaite Resolutioa over Coastraiat Laaguages,Definite Resolution over Constraint Languages,0.022210121154785156,0.00911712646484375
Dokuieatatioa der Syatax der LILOG-Graiiatik,Dokumentation der Syntax der LILOG-Grammatik,6.413459777832031e-05,3.361701965332031e-05
Cogaitive Liaguistics: The Processiag of Spatial Coacepts,Cognitive Linguistics: The Processing of Spatial Concepts,0.07918953895568848,0.0417170524597168
LILOG-DB: Database Support for Kaowledge-Based Systeis,LILOG-DB: Database Support for Knowledge-Based Systems,0.13535618782043457,0.08783602714538574
Differenticl Cloture Computction for Genercl Horn-Clcute Queriet,Differential Closure Computation for General Horn-Clause Queries,0.1353139877319336,0.09673070907592773
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,SQL/Data System for VSE: A Relational Data System for Application Development.,0.22301816940307617,0.08147335052490234
A Logical Operatioaal Seiaatics of Full Prolog,A Logical Operational Semantics of Full Prolog,0.04189562797546387,0.0257265567779541
Eia Fact Iaaager zur persisteatea Speicheruag variabel strukturierter koiplexer Objekte,Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte,0.006392955780029297,0.004602670669555664
How could a good systei of practical aLP look like?,How could a good system of practical NLP look like?,0.02084803581237793,0.009386062622070312
I&ouil;glichkeitea des Eiasatzes eiaes dreiwertigea Theoreibeweisers,M&ouml;glichkeiten des Einsatzes eines dreiwertigen Theorembeweisers,0.003363370895385742,0.0025589466094970703
Attribute Iaheritaace Iipleieated oa Top of a Relatioaal Database Systei,Attribute Inheritance Implemented on Top of a Relational Database System,0.08268523216247559,0.05198788642883301
LMT - Mcchine Trcntlction Demonttrction,LMT - Machine Translation Demonstration,0.00646519660949707,0.003990888595581055
Implementction Ctpectt of c Ncturcl Lcngucge Underttcnding Tyttem in c Prolog/DB Environment,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,0.12933659553527832,0.03554248809814453
Sort Processiag ia a Deductive Database Systei,Sort Processing in a Deductive Database System,0.09210729598999023,0.04654216766357422
EFTC: C Dctcbcte Retrievcl Clgebrc for Fecture Termt,EFTA: A Database Retrieval Algebra for Feature Terms,0.022745847702026367,0.013200759887695312
Knowledge in Operction,Mental Models: Knowledge in the Head and Knowledge in the World.,0.04308056831359863,0.013112068176269531
