Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.18932151794433594,0.13689923286437988
Malsdown,Flip-Pushdown Automata: k+1 Pushdown Reversals Are Better than k.,0.03127598762512207,0.024908781051635742
Computer Tcience Curriculc 2013,Checking Software Engineering Curricula with respect to SE2014 Curriculum Guidelines.,0.10060548782348633,0.07770156860351562
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.2908294200897217,0.1840496063232422
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.2182478904724121,0.1689460277557373
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.37379026412963867,0.23913836479187012
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.23769116401672363,0.15126848220825195
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.22520661354064941,0.17960166931152344
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.08427166938781738,0.07726025581359863
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.32889676094055176,0.2258002758026123
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.31484460830688477,0.1937105655670166
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Extended Virtual Type for a Multiple-Type Object with Repeating Types.,0.1778876781463623,0.14346766471862793
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.19697999954223633,0.16107392311096191
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.20337510108947754,0.1482691764831543
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Effective Multi-Object Tracking via Global Object Models and Object Constraint Learning.,0.25083351135253906,0.20012545585632324
Muffin: C Dittributed Dctcbcte Mcchine,Muffin: A Distributed Database Machine,0.0954740047454834,0.0878901481628418
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.1891932487487793,0.14920759201049805
Inharisanca for ADSs (ravisad),Le Mod&egrave;le Essais/Episodes - Un mod&egrave;le pour l'apprentissage &agrave; partir de traces d'utilisation pour l'assistance &agrave; la r&eacute;utilisation.,0.08718657493591309,0.06761384010314941
Modificction of Uter Defined Typet,Modification of User Defined Types,0.13888001441955566,0.11236453056335449
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.15075445175170898,0.13197946548461914
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.1688094139099121,0.1334075927734375
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.6692731380462646,0.442702054977417
Clgebrciccl Optimizction of FTC-Exprettiont,"Temporal Algebras, Pretemporal Algebras, and Modal Algebras: A Relation between Time and Necessity.",0.08717560768127441,0.0727536678314209
Wittentrepr&cuml;tentction und Mctchinellet Lernen,"""Ich brauche das!"" - Mobile Ger&auml;te im Unternehmenseinsatz - &Uuml;bersicht &uuml;ber die Bedrohungslage und die Schutzma&szlig;nahmen f&uuml;r die Verwendung gesch&auml;ftlicher Daten auf (privaten) mobilen Ger&auml;ten.",0.205491304397583,0.18071413040161133
Cn Clgebrcic Chcrccterizction of TTUF,Characterization of Ternary Algebraic Operations of Idempotent Algebras.,0.0926370620727539,0.07821178436279297
A Coibiaed Syibolic-Eipirical Apprach for the Autoiatic Traaslatioa of Coipouads,A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds,0.21701264381408691,0.21020722389221191
Zur Tyttemcrchitektur von LILOG,Zur Systemarchitektur von LILOG,0.0970602035522461,0.0811612606048584
Manganoriansiarsa Auswarsung von Anfragan in dar Logikprogrammiarspracha PROLOG,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,0.36304402351379395,0.26461100578308105
Defiaite Resolutioa over Coastraiat Laaguages,Definite Resolution over Constraint Languages,0.1855177879333496,0.14890098571777344
Dokuieatatioa der Syatax der LILOG-Graiiatik,Dokumentation der Syntax der LILOG-Grammatik,0.053964853286743164,0.04831409454345703
Cogaitive Liaguistics: The Processiag of Spatial Coacepts,Cognitive Linguistics: The Processing of Spatial Concepts,0.1516132354736328,0.11516690254211426
LILOG-DB: Database Support for Kaowledge-Based Systeis,LILOG-DB: Database Support for Knowledge-Based Systems,0.2023603916168213,0.13160133361816406
Differenticl Cloture Computction for Genercl Horn-Clcute Queriet,Differential Closure Computation for General Horn-Clause Queries,0.20520663261413574,0.16184496879577637
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,SQL/Data System for VSE: A Relational Data System for Application Development.,0.20043325424194336,0.13704895973205566
A Logical Operatioaal Seiaatics of Full Prolog,A Logical Operational Semantics of Full Prolog,0.10421442985534668,0.09422016143798828
Eia Fact Iaaager zur persisteatea Speicheruag variabel strukturierter koiplexer Objekte,Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte,0.411243200302124,0.29980897903442383
How could a good systei of practical aLP look like?,How could a good system of practical NLP look like?,0.12661123275756836,0.10941147804260254
I&ouil;glichkeitea des Eiasatzes eiaes dreiwertigea Theoreibeweisers,M&ouml;glichkeiten des Einsatzes eines dreiwertigen Theorembeweisers,0.21399617195129395,0.15999341011047363
Attribute Iaheritaace Iipleieated oa Top of a Relatioaal Database Systei,Attribute Inheritance Implemented on Top of a Relational Database System,0.13816499710083008,0.12495565414428711
LMT - Mcchine Trcntlction Demonttrction,LMT - Machine Translation Demonstration,0.07722187042236328,0.07053375244140625
Implementction Ctpectt of c Ncturcl Lcngucge Underttcnding Tyttem in c Prolog/DB Environment,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,0.24062490463256836,0.17440390586853027
Sort Processiag ia a Deductive Database Systei,Sort Processing in a Deductive Database System,0.08045530319213867,0.07367062568664551
EFTC: C Dctcbcte Retrievcl Clgebrc for Fecture Termt,EFTA: A Database Retrieval Algebra for Feature Terms,0.1229243278503418,0.10418295860290527
Knowledge in Operction,"Knowledge structure, knowledge granulation and knowledge distance in a knowledge base.",0.1287248134613037,0.07412934303283691
Aa Overview oa Plaaaiag Applicatioas ia PROTOS-L,An Overview on Planning Applications in PROTOS-L,0.15000247955322266,0.09648466110229492
&Uuil;ber Aas&auil;tze zur Darstelluag voa Koazeptea uad Prototypea,&Uuml;ber Ans&auml;tze zur Darstellung von Konzepten und Prototypen,0.35135507583618164,0.27382326126098633
Attributive Coacept Descriptioas with Uaioas aad Coipleieats,An Engagement Model for Medication Management: From Prescription to Description and Conscription.,0.21999692916870117,0.1445474624633789
Ein prcktitcher Clgorithmut f&uuml;r die E-Unifikction,Die Vereinten Nationen als Arbeitsgebiet f&uuml;r wissenschaftliche Bibliotheken in Deutschland Pl&auml;doyer f&uuml;r den Aufbau einer zentralen Dokumentations- und Bibliographiestelle f&uuml;r die UN-Forschung.,0.22104144096374512,0.17201614379882812
Siiulatioa Sprachlichea Versteheas: Geaerelle Probleie bei der seiaatischea Iaterpretatioa der aat&uuil;rlichea Sprache,Simulation Sprachlichen Verstehens: Generelle Probleme bei der semantischen Interpretation der nat&uuml;rlichen Sprache,0.3551340103149414,0.23421406745910645
The Iastitute for Kaowledge Based Systeis ia the IBI Geriaay Scieatific Ceater,"Knowledge structure, knowledge granulation and knowledge distance in a knowledge base.",0.22505664825439453,0.16658401489257812
Konzapsion und Implamansiarung von Glaichhais f&uuml;r ainan sablaau-basiarsan Shaoram-Bawaisar,"Modellanforderungen f&uuml;r die raum-zeitliche Absch&auml;tzung der Folgen von Klima&auml;nderungen auf landwirtschaftliche Ertr&auml;ge, dargestellt f&uuml;r ausgew&auml;hlte Fruchtarten am Beispiel des Freistaates Sachsen.",0.30583643913269043,0.22516608238220215
PROSOS-L: Sowards a Knowladga Basa Programming Languaga,PROTOS-L: Towards a Knowledge Base Programming Language,0.21842527389526367,0.13875675201416016
Syataktische Iaforiatioaseiaheitea zu deutschea Adjektivea,Syntaktische Informationseinheiten zu deutschen Adjektiven,0.13717007637023926,0.10284590721130371
On the Interpretction of Equclity Tortt cnd Logic Progrcmming,"On the Interpretation of Equality, Sorts, and Logic Programming",0.2066328525543213,0.16811537742614746
DInG - ein Dom&cuml;nen-orientierter Inkrementeller und Integrierter Generctor f&uuml;r koh&cuml;rente Texte,DInG - ein Dom&auml;nen-orientierter Inkrementeller und Integrierter Generator f&uuml;r koh&auml;rente Texte,0.323819637298584,0.23092126846313477
Prozedurale Seiaatik. Repr&auil;seatatioa der Sprechergegeawart.,Prozedurale Semantik. Repr&auml;sentation der Sprechergegenwart.,0.12602519989013672,0.11116456985473633
Elsa&szlig;-Waaderuag f&uuil;r Liaguistea: Exeiplarische Aaalyse uad Repr&auil;seatatioa eiaes Satzes aus eiaer Reisebeschreibuag,Elsa&szlig;-Wanderung f&uuml;r Linguisten: Exemplarische Analyse und Repr&auml;sentation eines Satzes aus einer Reisebeschreibung,0.49440598487854004,0.3432791233062744
"""Dicsionary Dialog"" - Answurf das Funksionsumfangs f&uuml;r aina Banuszarschnissssalla ainas insagriarsan maschinallan/maschinanunsarss&uuml;szsan &Uuml;barsaszungssyssams und prososypischa Arssallung dar Bildschirmfolga f&uuml;r dia Funksion ""Samansischa Ralasion""","""Dictionary Dialog"" - Entwurf des Funktionsumfangs f&uuml;r eine Benutzerschnittstelle eines integrierten maschinellen/maschinenunterst&uuml;tzten &Uuml;bersetzungssystems und prototypische Erstellung der Bildschirmfolge f&uuml;r die Funktion ""Semantische Relation""",1.2968578338623047,0.6251339912414551
Zur Bahandlung komplaxar Objaksa in LILOG,Zur Behandlung komplexer Objekte in LILOG,0.10873627662658691,0.09059643745422363
Compusasional aspacss of shraa-valuad logic,Constructing the space of valuations of a quasi-Polish space as a space of ideals.,0.17186832427978516,0.14987921714782715
Seiaatics of Logic Prograis with Equatioaal Abstract Data Type Specificatioas,Semantics of Logic Programs with Equational Abstract Data Type Specifications,0.158522367477417,0.12464094161987305
Procassing Spasial Knowladga in LILOG,A Pull Approach to Knowledge Management: Using IS as a Knowledge Indicator to Help People Know when to Look for Knowledge Reuse.,0.15003681182861328,0.11311006546020508
A Reusable Lexical Database Tool for Iachiae Traaslatioa,A Reusable Lexical Database Tool for Machine Translation,0.13107967376708984,0.11051654815673828
Dar Lambak-Kalk&uuml;l. Aina Logik f&uuml;r laxikalischa Grammasikan,Otomatik Kalite &Ouml;l&ccedil;&uuml;m&uuml;: Uygulama &Ouml;ncesi S&uuml;re&ccedil; Kalite &Ouml;l&ccedil;&uuml;m Seti ile Kamu Kurumunda bir Durum &Ccedil;al&#305;&#351;mas&#305;.,0.2665870189666748,0.20423269271850586
Paranshasischa Konssruksionan das Dausschan.,"Modernisierung des Datenschutzes aus Sicht der GDD e.V. - Stellungnahme zur Anh&ouml;rung des Innenausschusses des Deutschen Bundestages ""Modernisierung des Datenschutzes"" vom 5. M&auml;rz 2007.",0.18283891677856445,0.14382624626159668
