Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.0015723705291748047,0.0011756420135498047
,Meltdown,9.298324584960938e-06,1.430511474609375e-06
Computer Tcience Curriculc 2013,Computer Science Curricula 2013,0.0001251697540283203,5.459785461425781e-05
Tecching the Evcluction of Object-Oriented Detignt.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.0027861595153808594,0.0011050701141357422
On the Incrementcl Computction of Crgumentction Frcmeworkt.,DARWIN: On the Incremental Migration of Legacy Information Systems,0.0001957416534423828,6.67572021484375e-05
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.002413034439086914,0.00170135498046875
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.002274036407470703,0.001367807388305664
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.004285573959350586,0.002373933792114258
Towards a Traasforiatioaal Approach to Prograi Verificatioa.,Towards a Transaction Management System for DOM.,0.0001442432403564453,4.863739013671875e-05
Uting Ontologiet to Crecte Object Model for Object-Oriented Toftwcre Engineering.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.0034508705139160156,0.0022170543670654297
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.0005342960357666016,0.0002391338348388672
Optical Fiber Facilities for Subscriber Loops.,Object Data Language Facilities for Multimedia Data Types.,0.0008752346038818359,0.0004706382751464844
Optical Fiber Facilities for Subscriber Loops.,Object Data Model Facilities for Multimedia Data Types.,0.0006749629974365234,0.00046825408935546875
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.0013697147369384766,0.0011107921600341797
Geaeraliziag Dispatchiag ia a Distributed Object Systei.,Experiments with Dispatching in a Distributed Object System.,0.0015566349029541016,0.0011432170867919922
A Distributed Database Versioa of IaGRES.,Muffin: A Distributed Database Machine,0.0012505054473876953,0.0007138252258300781
Reviewing Object Oriented Metrict for Ctpect Oriented Pcrcdigm.,Object Oriented DBMS as a Generalization of Relational DBMS,0.0005810260772705078,0.0002052783966064453
aearly Tight Bouads oa the auiber of Haiiltoaiaa Circuits of the Hypercube aad Geaeralizatioas (revised).,Inheritance for ADTs (revised),2.8371810913085938e-05,7.152557373046875e-06
Modificction of Uter Defined Typet,Modification of User Defined Types,3.170967102050781e-05,1.7642974853515625e-05
C 32kbpt CDPCM with improvement in coding chcrccterittict for 9600bpt modem tigncl.,Object ADTs (with improvements for Value ADTs),0.0008022785186767578,0.0002598762512207031
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,4.1484832763671875e-05,2.1696090698242188e-05
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.0001475811004638672,3.790855407714844e-05
Algebraical Structures of Cryptographic Traasforiatioas.,Algebraical Optimization of FTA-Expressions,4.076957702636719e-05,1.7881393432617188e-05
