Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,radioactivedecay: A Python package for radioactive decay calculations.,0.00028252601623535156,0.0001251697540283203
Malsdown,"Information is not knowledge, knowledge is not wisdom, wisdom is not truth.",0.0004506111145019531,0.000148773193359375
Computer Tcience Curriculc 2013,The Tclsh Spot: Mobile Agents in Tcl.,0.0011105537414550781,0.0011076927185058594
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.0030145645141601562,0.0026082992553710938
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.0015408992767333984,0.0010907649993896484
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.0027260780334472656,0.0021982192993164062
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Review of The Collective Works of Captain George P. McGinnis by George P. McGinnis.,0.0004963874816894531,0.00022292137145996094
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Bioactivity-explorer: a web application for interactive visualization and exploration of bioactivity data.,0.0009515285491943359,0.0006604194641113281
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.001501321792602539,0.0014023780822753906
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.002589702606201172,0.001888275146484375
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.002106904983520508,0.0017557144165039062
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,A 3D Dct Compression Algorithm For Omnidirectional Integral Images.,0.00024199485778808594,8.678436279296875e-05
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,A 3D Dct Compression Algorithm For Omnidirectional Integral Images.,5.698204040527344e-05,2.3365020751953125e-05
Dittributed Object Mcncgement Technology.,Neural Networks And Rational Mcnaughton Functions.,0.00029587745666503906,0.0002014636993408203
