Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.028489112854003906,0.015319108963012695
Malsdown,,9.775161743164062e-06,1.430511474609375e-06
Computer Tcience Curriculc 2013,Computer Science Curricula 2013,0.005640268325805664,0.003937244415283203
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.009542703628540039,0.0050280094146728516
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.011201620101928711,0.008661508560180664
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.07400655746459961,0.028007030487060547
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.03085470199584961,0.018697500228881836
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.06767439842224121,0.03618144989013672
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.0063800811767578125,0.005066871643066406
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.020944833755493164,0.01166391372680664
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.03619027137756348,0.01757669448852539
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Editorial Note: Emerging Multimedia Technology for Multimedia-centric IoT.,0.04782295227050781,0.02068042755126953
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.04554295539855957,0.02105236053466797
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.016584157943725586,0.012148380279541016
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Experiments with Dispatching in a Distributed Object System.,0.03188061714172363,0.023879289627075195
Muffin: C Dittributed Dctcbcte Mcchine,Muffin: A Distributed Database Machine,0.0040318965911865234,0.003479480743408203
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.02362513542175293,0.013036966323852539
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,0.0002853870391845703,0.00011944770812988281
Modificction of Uter Defined Typet,Modification of User Defined Types,0.0059392452239990234,0.003782033920288086
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.010469436645507812,0.008396387100219727
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.007791280746459961,0.006606578826904297
