Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.05267906188964844,0.028593063354492188
Malsdown,Event Report: The John Lansdown Award.,1.5020370483398438e-05,3.4332275390625e-05
Computer Tcience Curriculc 2013,Tools for Analysis of Curricula Evolution Across Computer Science Curriculum Guidelines.,0.013889551162719727,0.008945941925048828
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.0262451171875,0.01670670509338379
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.01217961311340332,0.008895635604858398
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.02607250213623047,0.012348651885986328
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.03484988212585449,0.023401737213134766
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.05378437042236328,0.03197884559631348
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.004638195037841797,0.003829479217529297
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.027543306350708008,0.019510269165039062
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.006617307662963867,0.004565238952636719
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Object Data Language Facilities for Multimedia Data Types.,0.03536415100097656,0.020996570587158203
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.033875465393066406,0.021249771118164062
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.021213293075561523,0.01541757583618164
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Engineering Component-Based Systems with Distributed Object Technology.,0.01414942741394043,0.011005640029907227
Muffin: C Dittributed Dctcbcte Mcchine,Muffin: A Distributed Database Machine,0.008144855499267578,0.006869077682495117
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.015993595123291016,0.012722253799438477
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,0.004678249359130859,0.004040956497192383
Modificction of Uter Defined Typet,Modification of User Defined Types,0.033510684967041016,0.02229475975036621
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.007620334625244141,0.0059740543365478516
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.020144939422607422,0.013791799545288086
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.011062383651733398,0.008689641952514648
Clgebrciccl Optimizction of FTC-Exprettiont,Algebraical Optimization of FTA-Expressions,0.00921320915222168,0.007921934127807617
Wittentrepr&cuml;tentction und Mctchinellet Lernen,Wissensrepr&auml;sentation und Maschinelles Lernen,0.012151956558227539,0.008648872375488281
Cn Clgebrcic Chcrccterizction of TTUF,From Algebras and Coalgebras to Dialgebras.,0.0045871734619140625,0.00443720817565918
A Coibiaed Syibolic-Eipirical Apprach for the Autoiatic Traaslatioa of Coipouads,A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds,0.0461575984954834,0.03079509735107422
Zur Tyttemcrchitektur von LILOG,Zur Systemarchitektur von LILOG,0.002351999282836914,0.0023190975189208984
Manganoriansiarsa Auswarsung von Anfragan in dar Logikprogrammiarspracha PROLOG,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,0.020514488220214844,0.014233589172363281
Defiaite Resolutioa over Coastraiat Laaguages,Definite Resolution over Constraint Languages,0.02154684066772461,0.016796588897705078
Dokuieatatioa der Syatax der LILOG-Graiiatik,Dokumentation der Syntax der LILOG-Grammatik,0.011166810989379883,0.007368803024291992
Cogaitive Liaguistics: The Processiag of Spatial Coacepts,Cognitive Linguistics: The Processing of Spatial Concepts,0.0325469970703125,0.02289438247680664
LILOG-DB: Database Support for Kaowledge-Based Systeis,LILOG-DB: Database Support for Knowledge-Based Systems,0.027584075927734375,0.018391847610473633
Differenticl Cloture Computction for Genercl Horn-Clcute Queriet,Differential Closure Computation for General Horn-Clause Queries,0.03174138069152832,0.020578384399414062
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,SQL/Data System for VSE: A Relational Data System for Application Development.,0.03209877014160156,0.015704870223999023
A Logical Operatioaal Seiaatics of Full Prolog,A Logical Operational Semantics of Full Prolog,0.025708436965942383,0.01535344123840332
Eia Fact Iaaager zur persisteatea Speicheruag variabel strukturierter koiplexer Objekte,Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte,0.03789973258972168,0.02915191650390625
How could a good systei of practical aLP look like?,How could a good system of practical NLP look like?,0.022233247756958008,0.014694929122924805
I&ouil;glichkeitea des Eiasatzes eiaes dreiwertigea Theoreibeweisers,M&ouml;glichkeiten des Einsatzes eines dreiwertigen Theorembeweisers,0.0029828548431396484,0.0026085376739501953
Attribute Iaheritaace Iipleieated oa Top of a Relatioaal Database Systei,Attribute Inheritance Implemented on Top of a Relational Database System,0.03300642967224121,0.019950389862060547
LMT - Mcchine Trcntlction Demonttrction,LMT - Machine Translation Demonstration,0.006562232971191406,0.0040318965911865234
Implementction Ctpectt of c Ncturcl Lcngucge Underttcnding Tyttem in c Prolog/DB Environment,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,0.013127326965332031,0.00903940200805664
Sort Processiag ia a Deductive Database Systei,Sort Processing in a Deductive Database System,0.019787073135375977,0.01596975326538086
EFTC: C Dctcbcte Retrievcl Clgebrc for Fecture Termt,EFTA: A Database Retrieval Algebra for Feature Terms,0.016420602798461914,0.013036727905273438
Knowledge in Operction,Knowledge in Operation,0.012203216552734375,0.00866556167602539
Aa Overview oa Plaaaiag Applicatioas ia PROTOS-L,An Overview on Planning Applications in PROTOS-L,0.012634754180908203,0.006127595901489258
&Uuil;ber Aas&auil;tze zur Darstelluag voa Koazeptea uad Prototypea,&Uuml;ber Ans&auml;tze zur Darstellung von Konzepten und Prototypen,0.012211799621582031,0.005651235580444336
Attributive Coacept Descriptioas with Uaioas aad Coipleieats,Attributive Concept Descriptions with Unions and Complements,0.03032517433166504,0.015973329544067383
Ein prcktitcher Clgorithmut f&uuml;r die E-Unifikction,Ein praktischer Algorithmus f&uuml;r die E-Unifikation,0.021564006805419922,0.01144719123840332
Siiulatioa Sprachlichea Versteheas: Geaerelle Probleie bei der seiaatischea Iaterpretatioa der aat&uuil;rlichea Sprache,Simulation Sprachlichen Verstehens: Generelle Probleme bei der semantischen Interpretation der nat&uuml;rlichen Sprache,0.03242373466491699,0.01822829246520996
The Iastitute for Kaowledge Based Systeis ia the IBI Geriaay Scieatific Ceater,The Institute for Knowledge Based Systems in the IBM Germany Scientific Center,0.03670620918273926,0.023476839065551758
Konzapsion und Implamansiarung von Glaichhais f&uuml;r ainan sablaau-basiarsan Shaoram-Bawaisar,Konzeption und Implementierung von Gleichheit f&uuml;r einen tableau-basierten Theorem-Beweiser,0.03389549255371094,0.015295028686523438
PROSOS-L: Sowards a Knowladga Basa Programming Languaga,PROTOS-L: Towards a Knowledge Base Programming Language,0.016956329345703125,0.010550975799560547
Syataktische Iaforiatioaseiaheitea zu deutschea Adjektivea,Syntaktische Informationseinheiten zu deutschen Adjektiven,0.008006095886230469,0.0067822933197021484
On the Interpretction of Equclity Tortt cnd Logic Progrcmming,"On the Interpretation of Equality, Sorts, and Logic Programming",0.02277231216430664,0.013813018798828125
DInG - ein Dom&cuml;nen-orientierter Inkrementeller und Integrierter Generctor f&uuml;r koh&cuml;rente Texte,DInG - ein Dom&auml;nen-orientierter Inkrementeller und Integrierter Generator f&uuml;r koh&auml;rente Texte,0.07363057136535645,0.04387259483337402
Prozedurale Seiaatik. Repr&auil;seatatioa der Sprechergegeawart.,Prozedurale Semantik. Repr&auml;sentation der Sprechergegenwart.,0.011939764022827148,0.009633779525756836
Elsa&szlig;-Waaderuag f&uuil;r Liaguistea: Exeiplarische Aaalyse uad Repr&auil;seatatioa eiaes Satzes aus eiaer Reisebeschreibuag,Elsa&szlig;-Wanderung f&uuml;r Linguisten: Exemplarische Analyse und Repr&auml;sentation eines Satzes aus einer Reisebeschreibung,0.015802621841430664,0.01229238510131836
"""Dicsionary Dialog"" - Answurf das Funksionsumfangs f&uuml;r aina Banuszarschnissssalla ainas insagriarsan maschinallan/maschinanunsarss&uuml;szsan &Uuml;barsaszungssyssams und prososypischa Arssallung dar Bildschirmfolga f&uuml;r dia Funksion ""Samansischa Ralasion""","""Dictionary Dialog"" - Entwurf des Funktionsumfangs f&uuml;r eine Benutzerschnittstelle eines integrierten maschinellen/maschinenunterst&uuml;tzten &Uuml;bersetzungssystems und prototypische Erstellung der Bildschirmfolge f&uuml;r die Funktion ""Semantische Relation""",0.07414007186889648,0.03802180290222168
Zur Bahandlung komplaxar Objaksa in LILOG,Zur Behandlung komplexer Objekte in LILOG,0.01183772087097168,0.009165287017822266
Compusasional aspacss of shraa-valuad logic,Computational aspects of three-valued logic,0.011671781539916992,0.00977778434753418
Seiaatics of Logic Prograis with Equatioaal Abstract Data Type Specificatioas,Semantics of Logic Programs with Equational Abstract Data Type Specifications,0.07118082046508789,0.042876243591308594
Procassing Spasial Knowladga in LILOG,Processing Spatial Knowledge in LILOG,0.015754222869873047,0.010842561721801758
A Reusable Lexical Database Tool for Iachiae Traaslatioa,A Reusable Lexical Database Tool for Machine Translation,0.04308176040649414,0.027246952056884766
Dar Lambak-Kalk&uuml;l. Aina Logik f&uuml;r laxikalischa Grammasikan,Der Lambek-Kalk&uuml;l. Eine Logik f&uuml;r lexikalische Grammatiken,0.021731138229370117,0.00834202766418457
Paranshasischa Konssruksionan das Dausschan.,Anforderungen an das Deutsche Forschungsnetz (DFN).,0.0011942386627197266,0.0011096000671386719
Syiietric Coordiaatioa: Aa Alteraative Theory of Phrase Structure,Symmetric Coordination: An Alternative Theory of Phrase Structure,0.036318063735961914,0.0213775634765625
Aa Approach to Iaaage Large Iaheritaace aetworks,An Approach to Manage Large Inheritance Networks,0.009786128997802734,0.007469892501831055
On the Problem of Mctking Tpecicl Errort by Tericl Tigncture Cnclytit,On the Problem of Masking Special Errors by Serial Signature Analysis,0.028811931610107422,0.017087459564208984
Eine dreiwertige Logik zur Vercrbeitung pcrtieller Informction,Eine dreiwertige Logik zur Verarbeitung partieller Information,0.018070220947265625,0.014144182205200195
Cn Inference Engine for Function Free Logic Progrcmt,An Inference Engine for Function Free Logic Programs,0.05167675018310547,0.03405642509460449
Aspekte der Geaerieruag voa Wegbeschreibuagea,Aspekte der Generierung von Wegbeschreibungen,0.005524158477783203,0.004594564437866211
Das Projekt EXCEPT: Expert-Systei for Coiputer-Aided Eaviroaieatal Plaaaiag Tasks,Das Projekt EXCEPT: Expert-System for Computer-Aided Environmental Planning Tasks,0.0293118953704834,0.021137475967407227
