Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.11203217506408691,0.06115555763244629
Malsdown,Event Report: The John Lansdown Award.,1.7642974853515625e-05,2.8371810913085938e-05
Computer Tcience Curriculc 2013,Integrating Computer Ethics into the Computer Science Curriculum.,0.06992673873901367,0.04013180732727051
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.15464997291564941,0.08067965507507324
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.06533575057983398,0.04519367218017578
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.22046852111816406,0.1464216709136963
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.24091148376464844,0.13444924354553223
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.23144292831420898,0.10970115661621094
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.06577277183532715,0.04954051971435547
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.10016751289367676,0.0814056396484375
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.16502881050109863,0.08722066879272461
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Object Data Language Facilities for Multimedia Data Types.,0.09679198265075684,0.06726527214050293
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.10039854049682617,0.07215142250061035
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.17720961570739746,0.08261632919311523
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Experiments with Dispatching in a Distributed Object System.,0.20561599731445312,0.11295819282531738
Muffin: C Dittributed Dctcbcte Mcchine,Muffin: A Distributed Database Machine,0.06163811683654785,0.04303693771362305
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.1448805332183838,0.10773324966430664
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,0.020055294036865234,0.014972209930419922
Modificction of Uter Defined Typet,Modification of User Defined Types,0.049906253814697266,0.03408384323120117
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.026628494262695312,0.015472650527954102
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.053702592849731445,0.03033733367919922
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.037919044494628906,0.030315399169921875
Clgebrciccl Optimizction of FTC-Exprettiont,Algebraical Optimization of FTA-Expressions,0.019008159637451172,0.014993429183959961
Wittentrepr&cuml;tentction und Mctchinellet Lernen,Wissensrepr&auml;sentation und Maschinelles Lernen,0.06464266777038574,0.05560111999511719
Cn Clgebrcic Chcrccterizction of TTUF,An Algebraic Characterization of STUF,0.03690624237060547,0.02718830108642578
A Coibiaed Syibolic-Eipirical Apprach for the Autoiatic Traaslatioa of Coipouads,A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds,0.14021563529968262,0.09148979187011719
Zur Tyttemcrchitektur von LILOG,Zur Systemarchitektur von LILOG,0.03466796875,0.014946699142456055
Manganoriansiarsa Auswarsung von Anfragan in dar Logikprogrammiarspracha PROLOG,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,0.05965447425842285,0.04044532775878906
Defiaite Resolutioa over Coastraiat Laaguages,Definite Resolution over Constraint Languages,0.10627937316894531,0.07788538932800293
