Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.0046002864837646484,0.002826213836669922
Malsdown,,7.3909759521484375e-06,1.430511474609375e-06
Computer Tcience Curriculc 2013,Computer Science Curricula 2013,0.005880832672119141,0.004488468170166016
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.027956247329711914,0.01290750503540039
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.0015988349914550781,0.0012667179107666016
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.05875682830810547,0.03469371795654297
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.018590211868286133,0.015099287033081055
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.06848597526550293,0.03119182586669922
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.0005400180816650391,0.00022339820861816406
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.007914304733276367,0.0026786327362060547
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.010329961776733398,0.006016731262207031
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,A Construction Set for Multimedia Applications.,0.017618894577026367,0.006352901458740234
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,A Construction Set for Multimedia Applications.,0.013128519058227539,0.0061910152435302734
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.05200386047363281,0.032113075256347656
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Experiments with Dispatching in a Distributed Object System.,0.034143924713134766,0.022882938385009766
Muffin: C Dittributed Dctcbcte Mcchine,Symbolic Attributed Graphs for Attributed Graph Transformation.,0.01519155502319336,0.013167858123779297
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.004752635955810547,0.0018801689147949219
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,2.86102294921875e-05,2.193450927734375e-05
Modificction of Uter Defined Typet,Modification of User Defined Types,0.019712209701538086,0.01616048812866211
Objacs ADSs (wish improvamanss for Valua ADSs),Material Value Ethics in a Model Process for Values-Based Design.,0.00015425682067871094,6.961822509765625e-05
Uaificatioa of Value aad Object ADTs,Unification of Value and Object ADTs,0.0008726119995117188,0.0006499290466308594
Die Repr&auil;seatatioa r&auil;uilichea Wisseas uad die Behaadluag voa Eiabettuagsprobleiea iit Quadtreedepiktioaea,Die Repr&auml;sentation r&auml;umlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,0.0001952648162841797,5.91278076171875e-05
Clgebrciccl Optimizction of FTC-Exprettiont,Algebraical Optimization of FTA-Expressions,0.018581628799438477,0.014556884765625
Wittentrepr&cuml;tentction und Mctchinellet Lernen,Wissensrepr&auml;sentation und Maschinelles Lernen,0.00046944618225097656,0.00020051002502441406
Cn Clgebrcic Chcrccterizction of TTUF,Cost-Sensitive Prediction of Stock Price Direction: Selection of Technical Indicators.,0.016068220138549805,0.013957738876342773
A Coibiaed Syibolic-Eipirical Apprach for the Autoiatic Traaslatioa of Coipouads,A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds,0.028229475021362305,0.022216081619262695
Zur Tyttemcrchitektur von LILOG,Zur Systemarchitektur von LILOG,0.0003616809844970703,0.0001373291015625
Manganoriansiarsa Auswarsung von Anfragan in dar Logikprogrammiarspracha PROLOG,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,0.004262685775756836,0.0035004615783691406
Defiaite Resolutioa over Coastraiat Laaguages,Definite Resolution over Constraint Languages,0.005938053131103516,0.0027701854705810547
Dokuieatatioa der Syatax der LILOG-Graiiatik,Dokumentation der Syntax der LILOG-Grammatik,4.410743713378906e-05,1.2159347534179688e-05
Cogaitive Liaguistics: The Processiag of Spatial Coacepts,Cognitive Linguistics: The Processing of Spatial Concepts,0.015570402145385742,0.010198354721069336
LILOG-DB: Database Support for Kaowledge-Based Systeis,LILOG-DB: Database Support for Knowledge-Based Systems,0.02727794647216797,0.013395547866821289
Differenticl Cloture Computction for Genercl Horn-Clcute Queriet,Differential Closure Computation for General Horn-Clause Queries,0.02927684783935547,0.018828153610229492
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,SQL/Data System for VSE: A Relational Data System for Application Development.,0.04853487014770508,0.021061182022094727
A Logical Operatioaal Seiaatics of Full Prolog,A Logical Operational Semantics of Full Prolog,0.005125522613525391,0.0033998489379882812
Eia Fact Iaaager zur persisteatea Speicheruag variabel strukturierter koiplexer Objekte,Ein Fact Manager zur persistenten Speicherung variabel strukturierter komplexer Objekte,0.0006546974182128906,0.0002243518829345703
How could a good systei of practical aLP look like?,How could a good system of practical NLP look like?,0.005049467086791992,0.003074169158935547
I&ouil;glichkeitea des Eiasatzes eiaes dreiwertigea Theoreibeweisers,M&ouml;glichkeiten des Einsatzes eines dreiwertigen Theorembeweisers,0.0002593994140625,7.319450378417969e-05
Attribute Iaheritaace Iipleieated oa Top of a Relatioaal Database Systei,Attribute Inheritance Implemented on Top of a Relational Database System,0.015033960342407227,0.00808095932006836
LMT - Mcchine Trcntlction Demonttrction,Negotiating Instruction Strategies during Robot Action Demonstration.,6.842613220214844e-05,3.0279159545898438e-05
Implementction Ctpectt of c Ncturcl Lcngucge Underttcnding Tyttem in c Prolog/DB Environment,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,0.06573128700256348,0.022578001022338867
Sort Processiag ia a Deductive Database Systei,Sort Processing in a Deductive Database System,0.019425392150878906,0.011423110961914062
EFTC: C Dctcbcte Retrievcl Clgebrc for Fecture Termt,Evaluation of Satellite Retrievals of Ocean Chlorophyll-a in the California Current.,0.0015287399291992188,0.0010809898376464844
Knowledge in Operction,Knowledge in Operation,0.020614147186279297,0.011022567749023438
Aa Overview oa Plaaaiag Applicatioas ia PROTOS-L,An Overview on Planning Applications in PROTOS-L,0.04891538619995117,0.021703004837036133
&Uuil;ber Aas&auil;tze zur Darstelluag voa Koazeptea uad Prototypea,&Uuml;ber Ans&auml;tze zur Darstellung von Konzepten und Prototypen,0.0025916099548339844,0.0013513565063476562
Attributive Coacept Descriptioas with Uaioas aad Coipleieats,Attributive Concept Descriptions with Unions and Complements,0.008230209350585938,0.00424504280090332
Ein prcktitcher Clgorithmut f&uuml;r die E-Unifikction,Ein praktischer Algorithmus f&uuml;r die E-Unifikation,0.003844738006591797,0.0015943050384521484
Siiulatioa Sprachlichea Versteheas: Geaerelle Probleie bei der seiaatischea Iaterpretatioa der aat&uuil;rlichea Sprache,Simulation Sprachlichen Verstehens: Generelle Probleme bei der semantischen Interpretation der nat&uuml;rlichen Sprache,0.004550933837890625,0.0013883113861083984
The Iastitute for Kaowledge Based Systeis ia the IBI Geriaay Scieatific Ceater,The Institute for Knowledge Based Systems in the IBM Germany Scientific Center,0.005285978317260742,0.001949310302734375
Konzapsion und Implamansiarung von Glaichhais f&uuml;r ainan sablaau-basiarsan Shaoram-Bawaisar,Konzeption und Implementierung von Gleichheit f&uuml;r einen tableau-basierten Theorem-Beweiser,0.002395153045654297,0.0016002655029296875
PROSOS-L: Sowards a Knowladga Basa Programming Languaga,An Object-Oriented Programming Language Based on the Parallel Logic Programming Language KL1.,0.04212331771850586,0.014409780502319336
Syataktische Iaforiatioaseiaheitea zu deutschea Adjektivea,Syntaktische Informationseinheiten zu deutschen Adjektiven,0.0001347064971923828,6.67572021484375e-05
