Randomized_String,Original_String,Hash_Time_Per_Query,Leven_Time_Per_Query
Spectre Attacks: Exploitiag Speculative Executioa.,Spectre Attacks: Exploiting Speculative Execution.,0.027281761169433594,0.014635562896728516
Malsdown,,8.821487426757812e-06,1.430511474609375e-06
Computer Tcience Curriculc 2013,Integrating Computer Ethics into the Computer Science Curriculum.,0.02066516876220703,0.014392375946044922
Aa Evaluatioa of Object-Orieated DBIS Developieats: 1994 Editioa.,An Evaluation of Object-Oriented DBMS Developments: 1994 Edition.,0.03889346122741699,0.029361486434936523
DARWIN: On sha Incramansal Migrasion of Lagacy Informasion Syssams,DARWIN: On the Incremental Migration of Legacy Information Systems,0.021808385848999023,0.01735854148864746
Integrcting Heterogeneout Cutonomout Dittributed Cpplicctiont Uting the DOM Prototype.,"Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype.",0.07036280632019043,0.029427766799926758
Object Model Ccpcbilitiet For Dittributed Object Mcncgement.,Object Model Capabilities For Distributed Object Management.,0.03788924217224121,0.0226743221282959
Iategratiag Object-Orieated Applicatioas aad Iiddleware with Relatioaal Databases.,Integrating Object-Oriented Applications and Middleware with Relational Databases.,0.09030318260192871,0.05600738525390625
Towcrdt c Trcntcction Mcncgement Tyttem for DOM.,Towards a Transaction Management System for DOM.,0.018784284591674805,0.014928102493286133
A 'RISC' Objacs Modal for Objacs Syssam Insaroparasion: Concapss and Applicasions.,A 'RISC' Object Model for Object System Interoperation: Concepts and Applications.,0.020425796508789062,0.011451482772827148
IetaObject Protocol Coacepts for a RISC Object Iodel.,MetaObject Protocol Concepts for a RISC Object Model.,0.07102417945861816,0.041100263595581055
Object Dctc Lcngucge Fccilitiet for Multimedic Dctc Typet.,Editorial Note: Emerging Multimedia Technology for Multimedia-centric IoT.,0.04677176475524902,0.019091367721557617
Object Dctc Model Fccilitiet for Multimedic Dctc Typet.,Object Data Model Facilities for Multimedia Data Types.,0.043816566467285156,0.020778179168701172
Dittributed Object Mcncgement Technology.,Distributed Object Management Technology.,0.04982614517211914,0.028392791748046875
Experimentt with Ditpctching in c Dittributed Object Tyttem.,Experiments with Dispatching in a Distributed Object System.,0.07085299491882324,0.04019284248352051
Muffin: C Dittributed Dctcbcte Mcchine,Muffin: A Distributed Database Machine,0.004273653030395508,0.0034875869750976562
Object Orieated DBIS as a Geaeralizatioa of Relatioaal DBIS,Object Oriented DBMS as a Generalization of Relational DBMS,0.022479772567749023,0.012558460235595703
Inharisanca for ADSs (ravisad),How data can be the lingua franca for security and IT.,0.00028228759765625,0.00011086463928222656
Modificction of Uter Defined Typet,Modification of User Defined Types,0.005800485610961914,0.003755807876586914
Objacs ADSs (wish improvamanss for Valua ADSs),Object ADTs (with improvements for Value ADTs),0.01055455207824707,0.008412837982177734
